Transaction_ID,Date,Product_ID,Product_Name,Quantity,Unit_Price,Total_Price,Customer_ID,Payment_Method,Store_Location
1050,2024-02-19,39,Product_50,5,49.99775074760814,606.4405291201053,1721,Cash,Store_C
1051,2024-02-20,18,Product_51,6,11.320035134163742,497.1013422897939,1093,Credit Card,Store_A
1052,2024-02-21,4,Product_52,10,62.835553693103584,645.179772825151,1430,Debit Card,Store_C
1053,2024-02-22,89,Product_53,6,25.159994662844767,926.8612395457396,1654,Cash,Store_C
1054,2024-02-23,60,Product_54,4,67.83183720524707,426.04127838873205,1434,Debit Card,Store_B
1055,2024-02-24,14,Product_55,3,78.34098951305793,753.1448168979542,1404,Debit Card,Store_A
1056,2024-02-25,9,Product_56,4,55.04007782176673,905.007301141809,1434,Cash,Store_A
1057,2024-02-26,90,Product_57,1,58.812729848176446,510.3813481839432,1112,Credit Card,Store_B
1058,2024-02-27,53,Product_58,4,95.6330703699392,499.1102527437137,1929,Credit Card,Store_C
1059,2024-02-28,2,Product_59,1,86.24506252353167,641.9052868193015,1375,Credit Card,Store_A
1060,2024-02-29,84,Product_60,1,92.2812864356323,632.2660834802393,1059,Credit Card,Store_A
1061,2024-03-01,92,Product_61,10,83.23896594876278,825.9304080936492,1043,Cash,Store_C
1062,2024-03-02,60,Product_62,6,19.80265076620583,528.8350454004634,1207,Cash,Store_C
1063,2024-03-03,71,Product_63,5,23.409267037317523,996.510654675497,1780,Cash,Store_A
1064,2024-03-04,44,Product_64,4,57.39614175420636,153.5244119805527,1296,Debit Card,Store_C
1065,2024-03-05,8,Product_65,3,32.14626929181984,102.85106372263157,1118,Cash,Store_A
1066,2024-03-06,47,Product_66,1,52.902592753704326,676.1784804036614,1532,Credit Card,Store_C
1067,2024-03-07,35,Product_67,6,45.49287914365152,368.591421125689,1222,Debit Card,Store_C
1068,2024-03-08,78,Product_68,2,59.447281458740804,316.34414982953547,1166,Credit Card,Store_B
1069,2024-03-09,81,Product_69,8,77.21881445222404,380.7091720038524,1643,Credit Card,Store_C
1070,2024-03-10,36,Product_70,10,74.3941816389347,330.4428085944589,1156,Cash,Store_B
1071,2024-03-11,50,Product_71,5,56.91107192368009,127.71104469440306,1184,Cash,Store_C
1072,2024-03-12,4,Product_72,7,84.01540769353522,974.3797381515299,1090,Credit Card,Store_A
1073,2024-03-13,2,Product_73,10,48.777588238423,298.67093960750356,1094,Credit Card,Store_A
1074,2024-03-14,6,Product_74,2,90.70428608561102,760.6267863303757,1013,Debit Card,Store_C
1075,2024-03-15,54,Product_75,8,16.415224304964752,786.3367552247578,1973,Cash,Store_C
1076,2024-03-16,4,Product_76,2,95.91940270299767,936.3316582065064,1834,Debit Card,Store_A
1077,2024-03-17,54,Product_77,4,68.92237732882134,127.49451138404197,1805,Debit Card,Store_C
1078,2024-03-18,93,Product_78,1,44.20670580434847,884.8435046023069,1945,Debit Card,Store_B
1079,2024-03-19,63,Product_79,5,27.74387139155896,574.5035627558202,1742,Credit Card,Store_B
1080,2024-03-20,18,Product_80,9,53.126490649923994,669.2896989692451,1834,Debit Card,Store_B
1081,2024-03-21,90,Product_81,1,27.51024908667709,680.0232494089303,1804,Debit Card,Store_B
1082,2024-03-22,44,Product_82,9,24.969844696882795,837.8180244862548,1438,Credit Card,Store_B
1083,2024-03-23,34,Product_83,8,65.56165816716768,400.06658994319946,1538,Cash,Store_C
1084,2024-03-24,74,Product_84,6,57.07762521236062,759.7460708739941,1587,Cash,Store_C
1085,2024-03-25,62,Product_85,7,70.30864311498476,575.7202987499774,1968,Debit Card,Store_B
1086,2024-03-26,100,Product_86,3,93.66452896797902,814.054612874813,1876,Credit Card,Store_C
1087,2024-03-27,14,Product_87,1,57.90341920051362,991.4914294931201,1936,Cash,Store_C
1088,2024-03-28,95,Product_88,5,62.283884793651794,280.5859156633851,1811,Debit Card,Store_B
1089,2024-03-29,48,Product_89,2,18.06637052394479,995.1837774039981,1150,Debit Card,Store_C
1090,2024-03-30,15,Product_90,5,74.58722073177665,180.8309388544966,1660,Credit Card,Store_C
1091,2024-03-31,72,Product_91,8,45.99146861237406,102.08579311433247,1008,Debit Card,Store_C
1092,2024-04-01,78,Product_92,9,97.9052714796321,139.74574256004814,1029,Cash,Store_B
1093,2024-04-02,87,Product_93,2,84.08566140360942,407.6041642630855,1296,Credit Card,Store_C
1094,2024-04-03,62,Product_94,3,57.02329364645065,669.6156976105907,1986,Cash,Store_A
1095,2024-04-04,40,Product_95,3,21.090038875494944,162.12658679906468,1926,Cash,Store_A
1096,2024-04-05,85,Product_96,1,87.34742139525302,105.09923307661055,1721,Cash,Store_B
1097,2024-04-06,80,Product_97,8,81.98029858816194,943.3819256129153,1640,Debit Card,Store_A
1098,2024-04-07,82,Product_98,6,26.612661658332968,839.7339723459366,1340,Debit Card,Store_B
1099,2024-04-08,53,Product_99,8,36.5750460298279,828.264854025128,1628,Cash,Store_A
1100,2024-04-09,24,Product_100,9,81.40665323330536,895.9818479517794,1439,Cash,Store_A
1101,2024-04-10,26,Product_101,5,26.67056018926687,730.0308454948939,1144,Credit Card,Store_A
1102,2024-04-11,89,Product_102,3,92.59772402542396,193.9637167732733,1942,Credit Card,Store_B
1103,2024-04-12,60,Product_103,5,48.20746826767257,459.1901692663507,1830,Debit Card,Store_B
1104,2024-04-13,41,Product_104,5,17.83350663288928,750.8345378181666,1747,Debit Card,Store_C
1105,2024-04-14,29,Product_105,5,83.41737791538527,352.3010147123688,1519,Credit Card,Store_B
1106,2024-04-15,15,Product_106,3,43.61587147345489,718.6657277226138,1976,Cash,Store_A
1107,2024-04-16,45,Product_107,10,57.38492747384029,122.04860344088712,1045,Debit Card,Store_A
1108,2024-04-17,65,Product_108,4,20.107390997009723,375.5236067916339,1955,Cash,Store_B
1109,2024-04-18,89,Product_109,9,10.232561336048414,594.2173026494554,1239,Credit Card,Store_B
1110,2024-04-19,71,Product_110,10,67.4186685213968,668.8808465556181,1952,Debit Card,Store_B
1111,2024-04-20,9,Product_111,9,56.36576533003584,619.3365980157197,1944,Debit Card,Store_C
1112,2024-04-21,88,Product_112,2,63.418471221083244,727.9806484660866,1155,Credit Card,Store_A
1113,2024-04-22,1,Product_113,8,81.43694653424647,105.47987341585517,1181,Debit Card,Store_C
1114,2024-04-23,8,Product_114,8,68.19453220805741,190.84707997976935,1215,Credit Card,Store_C
1115,2024-04-24,88,Product_115,7,25.729609854463945,882.0498270512305,1088,Debit Card,Store_A
1116,2024-04-25,63,Product_116,8,42.46952671995398,713.5737796811451,1256,Credit Card,Store_A
1117,2024-04-26,11,Product_117,3,91.53019943089843,201.63847841741017,1511,Debit Card,Store_B
1118,2024-04-27,81,Product_118,6,79.29502302265111,857.8669936587213,1073,Cash,Store_B
1119,2024-04-28,8,Product_119,1,60.09733521430455,318.0080960421102,1931,Cash,Store_C
1120,2024-04-29,35,Product_120,7,33.008049802834506,530.4338957757011,1179,Cash,Store_B
1121,2024-04-30,35,Product_121,1,37.185445165131554,230.67686159619427,1212,Debit Card,Store_B
1122,2024-05-01,33,Product_122,9,75.8762260827071,739.099050779536,1805,Debit Card,Store_A
1123,2024-05-02,5,Product_123,1,86.60568347674938,700.1689789128411,1234,Cash,Store_A
1124,2024-05-03,41,Product_124,1,70.4282202577553,290.00122404952253,1465,Cash,Store_B
1125,2024-05-04,28,Product_125,7,82.85769781915975,877.0606901713016,1751,Credit Card,Store_A
1126,2024-05-05,7,Product_126,2,78.99905216803654,461.17542179774097,1223,Credit Card,Store_B
1127,2024-05-06,73,Product_127,5,23.473357116126195,363.2635819636676,1631,Credit Card,Store_A
1128,2024-05-07,72,Product_128,8,48.15503316219718,237.0966305180819,1825,Cash,Store_A
1129,2024-05-08,12,Product_129,8,23.76854207457064,339.5512112639837,1264,Cash,Store_A
1130,2024-05-09,34,Product_130,3,31.171202632178634,119.8242291014353,1207,Cash,Store_A
1131,2024-05-10,33,Product_131,7,88.23336621859472,624.931743210504,1607,Credit Card,Store_B
1132,2024-05-11,48,Product_132,3,52.560276906986395,858.0076717095532,1885,Debit Card,Store_C
1133,2024-05-12,23,Product_133,6,58.18222916583948,594.0824044974777,1734,Cash,Store_A
1134,2024-05-13,62,Product_134,6,26.06013687049949,297.3465657314881,1366,Debit Card,Store_B
1135,2024-05-14,88,Product_135,3,38.104460744391645,130.30226039248544,1276,Debit Card,Store_B
1136,2024-05-15,37,Product_136,7,30.722155158508293,293.1652659329226,1380,Debit Card,Store_A
1137,2024-05-16,99,Product_137,3,28.55675480665838,474.5092852639831,1743,Credit Card,Store_C
1138,2024-05-17,44,Product_138,8,67.41647139843731,783.6502858298169,1309,Debit Card,Store_A
1139,2024-05-18,86,Product_139,10,33.119546288114336,269.0585672839967,1631,Cash,Store_B
1140,2024-05-19,91,Product_140,4,66.88139374183766,747.8123080192174,1268,Credit Card,Store_C
1141,2024-05-20,35,Product_141,1,15.260915269769852,880.2401215166954,1945,Cash,Store_B
1142,2024-05-21,65,Product_142,4,22.75969541743917,508.55216329752136,1785,Cash,Store_A
1143,2024-05-22,99,Product_143,7,34.70862286001129,839.2887924783339,1064,Credit Card,Store_C
1144,2024-05-23,47,Product_144,4,63.73422252061225,599.191613231586,1810,Cash,Store_B
1145,2024-05-24,78,Product_145,6,70.82571205786384,673.3817533728145,1350,Cash,Store_B
1146,2024-05-25,3,Product_146,9,49.84452701015744,573.6506143043824,1925,Credit Card,Store_B
1147,2024-05-26,1,Product_147,1,50.121182311950605,516.8554450762076,1915,Cash,Store_A
1148,2024-05-27,5,Product_148,5,75.20651662587562,311.18809759826445,1494,Debit Card,Store_C
1149,2024-05-28,90,Product_149,7,11.423898258902419,372.87465351494143,1523,Cash,Store_A
1150,2024-05-29,14,Product_150,1,40.69810220267985,360.97310704924814,1098,Debit Card,Store_A
1151,2024-05-30,27,Product_151,4,83.68363514073094,606.9600378584332,1946,Cash,Store_A
1152,2024-05-31,9,Product_152,6,64.28974691920351,207.95832372150093,1071,Credit Card,Store_C
1153,2024-06-01,79,Product_153,2,40.35044194798783,925.1125216321016,1364,Credit Card,Store_A
1154,2024-06-02,15,Product_154,10,91.49723130967065,748.5896307548019,1570,Cash,Store_A
1155,2024-06-03,90,Product_155,5,79.53604547044444,461.30106782187426,1802,Credit Card,Store_A
1156,2024-06-04,42,Product_156,10,33.84059025130601,242.76173007374015,1763,Cash,Store_A
1157,2024-06-05,77,Product_157,1,68.07608537731451,893.7929527494723,1276,Credit Card,Store_B
1158,2024-06-06,51,Product_158,6,63.6175655370061,841.4002810910487,1050,Debit Card,Store_A
1159,2024-06-07,63,Product_159,6,46.10691226350844,749.5493974454614,1358,Cash,Store_B
1160,2024-06-08,96,Product_160,4,43.02604712843206,344.3923426701181,1728,Debit Card,Store_A
1161,2024-06-09,52,Product_161,8,40.92044272981336,462.20197369030205,1906,Debit Card,Store_C
1162,2024-06-10,96,Product_162,4,65.54402050560822,192.47342720718103,1928,Cash,Store_B
1163,2024-06-11,4,Product_163,8,49.816894283260254,270.13557225477854,1564,Debit Card,Store_B
1164,2024-06-12,94,Product_164,8,84.86768019262799,804.7149735850596,1783,Cash,Store_B
1165,2024-06-13,23,Product_165,5,70.26423545205657,743.5348469656154,1485,Debit Card,Store_B
1166,2024-06-14,15,Product_166,4,16.293844513849074,634.1371866783412,1084,Cash,Store_C
1167,2024-06-15,43,Product_167,2,67.61514014453495,906.1540533335556,1899,Cash,Store_A
1168,2024-06-16,29,Product_168,3,34.403269285016634,624.9398660317408,1805,Credit Card,Store_B
1169,2024-06-17,36,Product_169,3,63.353079248808044,520.2711999672497,1638,Cash,Store_C
1170,2024-06-18,13,Product_170,4,71.21187379931062,406.33367167518645,1808,Cash,Store_B
1171,2024-06-19,32,Product_171,4,30.774627023861086,946.4036551625553,1584,Debit Card,Store_A
1172,2024-06-20,71,Product_172,10,51.11727803923318,174.44391537191814,1296,Cash,Store_B
1173,2024-06-21,59,Product_173,5,27.129237653716103,937.7986348547275,1236,Credit Card,Store_C
1174,2024-06-22,86,Product_174,4,14.710498820785748,844.0431939379165,1056,Debit Card,Store_A
1175,2024-06-23,28,Product_175,10,44.06287811372822,216.93693208213116,1919,Debit Card,Store_C
1176,2024-06-24,66,Product_176,8,42.66498446613928,608.4859219077282,1360,Credit Card,Store_A
1177,2024-06-25,42,Product_177,6,99.59324416338313,879.8931835741782,1907,Debit Card,Store_A
1178,2024-06-26,45,Product_178,6,50.17171160778779,614.6282472464384,1110,Debit Card,Store_A
1179,2024-06-27,62,Product_179,8,40.021259452498036,916.47983940456,1192,Debit Card,Store_B
1180,2024-06-28,57,Product_180,7,62.24275060450071,948.6854351344382,1904,Debit Card,Store_C
1181,2024-06-29,6,Product_181,10,17.989065469699163,480.1460699658753,1093,Credit Card,Store_C
1182,2024-06-30,28,Product_182,10,96.54991623593318,439.58229526569124,1862,Credit Card,Store_C
1183,2024-07-01,28,Product_183,8,67.14640410319299,942.6890385722411,1568,Debit Card,Store_A
1184,2024-07-02,44,Product_184,2,77.9354037946763,707.6260550347013,1060,Debit Card,Store_B
1185,2024-07-03,84,Product_185,9,25.343014435652577,204.42041321335236,1650,Credit Card,Store_A
1186,2024-07-04,30,Product_186,1,46.85300677046835,138.06257430041308,1039,Credit Card,Store_C
1187,2024-07-05,62,Product_187,8,48.04202020565706,608.1661458975368,1540,Credit Card,Store_B
1188,2024-07-06,75,Product_188,4,83.96257995109781,937.1538688945822,1049,Debit Card,Store_B
1189,2024-07-07,92,Product_189,4,10.11130117834685,859.8238321652366,1420,Debit Card,Store_B
1190,2024-07-08,89,Product_190,5,37.076779751792955,708.2629718179028,1637,Cash,Store_C
1191,2024-07-09,62,Product_191,8,98.31127369098735,225.20426400197877,1013,Credit Card,Store_B
1192,2024-07-10,97,Product_192,5,52.73978891555968,328.808245373826,1992,Debit Card,Store_B
1193,2024-07-11,1,Product_193,8,44.42736522196074,887.9601038973545,1036,Credit Card,Store_A
1194,2024-07-12,27,Product_194,10,20.78461018158817,264.52651299121044,1101,Debit Card,Store_A
1195,2024-07-13,62,Product_195,1,97.6748165765214,350.5954674253911,1794,Credit Card,Store_B
1196,2024-07-14,77,Product_196,10,11.802372033324202,216.64058607589777,1086,Debit Card,Store_B
1197,2024-07-15,3,Product_197,9,76.34622025065188,708.49740827297,1516,Cash,Store_A
1198,2024-07-16,70,Product_198,6,79.17398243096576,949.5840748268886,1223,Cash,Store_A
1199,2024-07-17,72,Product_199,3,31.929104445747996,342.0712284358474,1338,Credit Card,Store_A
1200,2024-07-18,27,Product_200,8,70.44025992517336,527.8659470650664,1960,Debit Card,Store_C
1201,2024-07-19,9,Product_201,9,18.363622994145093,670.9057657400839,1166,Debit Card,Store_C
1202,2024-07-20,62,Product_202,6,33.13425397888719,999.5196233940676,1383,Credit Card,Store_A
1203,2024-07-21,37,Product_203,7,80.91117894630385,194.3272584978149,1856,Debit Card,Store_B
1204,2024-07-22,97,Product_204,1,87.82175728301863,548.7137195551383,1895,Credit Card,Store_A
1205,2024-07-23,51,Product_205,5,64.76377713938122,446.60810791225003,1376,Debit Card,Store_C
1206,2024-07-24,44,Product_206,5,55.615458863843436,879.2381487001196,1471,Credit Card,Store_B
1207,2024-07-25,24,Product_207,10,24.337361855708227,528.3709579104902,1790,Debit Card,Store_C
1208,2024-07-26,79,Product_208,4,15.679812977123515,199.87977212663327,1642,Credit Card,Store_B
1209,2024-07-27,59,Product_209,6,20.588412562620277,670.9817307579252,1031,Debit Card,Store_C
1210,2024-07-28,32,Product_210,7,30.46215700864889,793.7025564374918,1375,Cash,Store_B
1211,2024-07-29,96,Product_211,9,40.750705170722874,102.59312649905313,1011,Debit Card,Store_B
1212,2024-07-30,88,Product_212,1,44.28185729598885,873.0610168785665,1988,Credit Card,Store_B
1213,2024-07-31,52,Product_213,6,41.16895917301032,267.4207000050991,1302,Cash,Store_B
1214,2024-08-01,62,Product_214,7,31.514979897753904,596.8624281880401,1096,Debit Card,Store_C
1215,2024-08-02,58,Product_215,3,55.875182207652834,474.2177506187051,1190,Cash,Store_C
1216,2024-08-03,52,Product_216,8,84.27574974096072,747.6884349494774,1453,Debit Card,Store_B
1217,2024-08-04,12,Product_217,5,35.17331846243313,434.04545330716763,1192,Cash,Store_B
1218,2024-08-05,39,Product_218,9,94.81483171920098,882.7868590135397,1486,Credit Card,Store_C
1219,2024-08-06,2,Product_219,5,88.60029955514631,757.4467248629112,1266,Debit Card,Store_B
1220,2024-08-07,3,Product_220,9,24.558779021689865,682.9418539566293,1424,Debit Card,Store_B
1221,2024-08-08,56,Product_221,10,80.76483610813851,816.6165360065689,1128,Credit Card,Store_B
1222,2024-08-09,81,Product_222,4,61.712864408598996,778.620731435544,1238,Cash,Store_A
1223,2024-08-10,59,Product_223,9,60.99178259542767,132.344807429398,1920,Credit Card,Store_B
1224,2024-08-11,2,Product_224,5,45.1938486752357,455.2609184603453,1355,Credit Card,Store_A
1225,2024-08-12,2,Product_225,10,55.10376992638088,937.7265675848408,1940,Cash,Store_B
1226,2024-08-13,92,Product_226,9,45.74608996862899,213.1518420930036,1112,Credit Card,Store_C
1227,2024-08-14,54,Product_227,3,58.57593568839486,763.3868953888461,1828,Debit Card,Store_A
1228,2024-08-15,87,Product_228,4,66.51550474953723,977.1326302017967,1446,Debit Card,Store_A
1229,2024-08-16,96,Product_229,9,70.68734257681436,146.97876614047448,1343,Debit Card,Store_B
1230,2024-08-17,97,Product_230,10,57.92330733034836,713.9744925639494,1145,Credit Card,Store_B
1231,2024-08-18,1,Product_231,6,74.92798605958585,521.3387271709273,1065,Debit Card,Store_A
1232,2024-08-19,19,Product_232,2,22.715024434795524,621.2577298372499,1247,Debit Card,Store_C
1233,2024-08-20,2,Product_233,7,29.078424181201466,176.80720283589238,1735,Debit Card,Store_C
1234,2024-08-21,53,Product_234,2,83.68615036668432,138.70625668024553,1991,Debit Card,Store_B
1235,2024-08-22,44,Product_235,2,39.02751800617737,700.1799944958295,1490,Debit Card,Store_C
1236,2024-08-23,90,Product_236,1,12.060444247850821,840.9784868386461,1825,Debit Card,Store_C
1237,2024-08-24,32,Product_237,3,23.8412034701228,803.8138014396706,1439,Credit Card,Store_B
1238,2024-08-25,70,Product_238,6,30.125299104668013,589.4251550796137,1106,Debit Card,Store_C
1239,2024-08-26,32,Product_239,8,96.15905991051285,189.88013902256034,1181,Debit Card,Store_B
1240,2024-08-27,68,Product_240,9,61.57372860377644,719.2399994524125,1184,Cash,Store_A
1241,2024-08-28,55,Product_241,7,93.94576664286294,317.69999519873136,1226,Credit Card,Store_B
1242,2024-08-29,75,Product_242,4,61.764701544696244,919.9618324906453,1777,Credit Card,Store_A
1243,2024-08-30,56,Product_243,6,53.14189961240666,854.4388235911345,1790,Credit Card,Store_A
1244,2024-08-31,17,Product_244,5,38.235492207468646,738.4446703786518,1909,Credit Card,Store_C
1245,2024-09-01,38,Product_245,8,64.57338499900379,953.9613602480174,1089,Debit Card,Store_C
1246,2024-09-02,24,Product_246,1,22.527822215577686,128.27963936014564,1688,Debit Card,Store_C
1247,2024-09-03,69,Product_247,1,90.84354645634353,762.5803825546858,1530,Cash,Store_B
1248,2024-09-04,98,Product_248,6,84.63991646271553,397.2185014027648,1371,Cash,Store_C
1249,2024-09-05,70,Product_249,10,38.57783030890633,915.4592971177287,1972,Credit Card,Store_A
1250,2024-09-06,86,Product_250,2,95.75177748411649,340.00767699577983,1936,Cash,Store_C
1251,2024-09-07,11,Product_251,5,84.26806906740113,752.3708493835154,1913,Cash,Store_C
1252,2024-09-08,16,Product_252,1,69.96761972515358,889.8823176857032,1399,Credit Card,Store_B
1253,2024-09-09,97,Product_253,7,20.95857200127473,137.4911365444142,1106,Credit Card,Store_B
1254,2024-09-10,73,Product_254,1,53.041062074326504,457.88282163283253,1271,Cash,Store_A
1255,2024-09-11,59,Product_255,4,55.549679936207575,786.0781288197448,1975,Debit Card,Store_B
1256,2024-09-12,70,Product_256,9,30.929622252884208,509.4270005568284,1831,Cash,Store_C
1257,2024-09-13,80,Product_257,1,17.196885492337174,340.5273668142358,1503,Cash,Store_B
1258,2024-09-14,93,Product_258,4,79.90512674245234,297.824813940871,1679,Debit Card,Store_A
1259,2024-09-15,3,Product_259,6,20.98315469119555,218.36644022474013,1525,Debit Card,Store_C
1260,2024-09-16,20,Product_260,6,63.48616755055973,871.4166038706541,1849,Credit Card,Store_A
1261,2024-09-17,59,Product_261,8,94.28042564952945,617.8198629264003,1032,Credit Card,Store_B
1262,2024-09-18,36,Product_262,1,88.84946733382382,168.74645049231037,1393,Cash,Store_B
1263,2024-09-19,19,Product_263,7,34.997736137433506,444.3222912135719,1040,Debit Card,Store_A
1264,2024-09-20,90,Product_264,1,86.63037737961388,430.9602857245989,1660,Credit Card,Store_C
1265,2024-09-21,67,Product_265,7,10.029925550844046,263.5652716385167,1218,Cash,Store_B
1266,2024-09-22,19,Product_266,3,11.59190286519315,491.95686292497163,1731,Debit Card,Store_B
1267,2024-09-23,20,Product_267,8,64.22978474585784,398.8894288538228,1981,Cash,Store_C
1268,2024-09-24,96,Product_268,3,42.831839723007654,407.6233349429643,1082,Credit Card,Store_B
1269,2024-09-25,71,Product_269,1,44.78147570432324,765.1239020091627,1845,Credit Card,Store_A
1270,2024-09-26,52,Product_270,8,60.79969816109942,300.9370469546767,1720,Debit Card,Store_B
1271,2024-09-27,33,Product_271,3,27.260421003267453,677.6739629698199,1201,Cash,Store_B
1272,2024-09-28,40,Product_272,2,29.05798155989305,613.5846614928414,1447,Debit Card,Store_C
1273,2024-09-29,39,Product_273,1,53.61414283169782,611.2832611040806,1844,Credit Card,Store_A
1274,2024-09-30,82,Product_274,3,77.88281899094767,696.7066115275983,1428,Credit Card,Store_C
1275,2024-10-01,1,Product_275,2,65.75479762668289,593.5438325760886,1038,Cash,Store_B
1276,2024-10-02,11,Product_276,2,36.7619543413155,891.3296033617462,1211,Cash,Store_B
1277,2024-10-03,92,Product_277,6,48.730345975802905,708.0220827552338,1444,Cash,Store_C
1278,2024-10-04,57,Product_278,1,25.359828269499857,592.2669262342492,1327,Debit Card,Store_C
1279,2024-10-05,89,Product_279,2,16.716683290337354,846.7868082588803,1761,Cash,Store_C
1280,2024-10-06,50,Product_280,6,80.44264366697342,645.5319084401318,1227,Cash,Store_A
1281,2024-10-07,23,Product_281,3,33.88486682693751,362.0298230066611,1048,Credit Card,Store_B
1282,2024-10-08,31,Product_282,4,25.99897490661234,286.38542635891406,1018,Credit Card,Store_C
1283,2024-10-09,94,Product_283,1,72.24562500123874,237.0950070964109,1912,Cash,Store_B
1284,2024-10-10,42,Product_284,8,65.62465068584675,909.5096912914914,1439,Cash,Store_A
1285,2024-10-11,99,Product_285,7,66.98706634121177,739.1218886182593,1807,Credit Card,Store_A
1286,2024-10-12,7,Product_286,7,30.600514436195226,943.6405943478887,1708,Cash,Store_A
1287,2024-10-13,16,Product_287,3,30.93809847064129,642.9626251434487,1187,Debit Card,Store_A
